CAMIS,RESTAURANT,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,CRITICALFLAG
50015186,CAMPAGNOLA RESTAURANT,1382,1 AVENUE,10021.0,2128611102,Italian,Not Critical
50045292,SPEEDY ROMEO,63,CLINTON STREET,10002.0,2125296300,Pizza,Not Critical
50098135,DA YU HOT POT,81,BOWERY,10002.0,9175672933,Chinese,Critical
50072425,99 CENTS PIZZA & FRIES,2060,LEXINGTON AVENUE,10035.0,2127220708,Pizza,Not Critical
41511273,BETTOLONA,3143,BROADWAY,10027.0,2127491125,Italian,Not Critical
41539844,SAIGON MARKET,9193,UNIVERSITY PLACE,,2129823691,Southeast Asian,Not Critical
41628619,MY NY BAKERY CAFE,1565,LEXINGTON AVENUE,10029.0,2127227383,Bakery,Critical
41149373,EMPIRE SZECHUAN KYOTO,193,COLUMBUS AVENUE,10023.0,2124968778,Chinese,Critical
41467140,"MOTHER OF PEARL, HONEY BEES",95,AVENUE A,10009.0,2126146818,Vegan_Vegetarian,Not Critical
41140612,STARBUCKS,870,7 AVENUE,10019.0,2125862142,Coffee/Tea,Critical
50097094,TRAVERTINO,118,EAST  116 STREET,10029.0,2017423471,Italian,Not Critical
50046879,FOLLIA,179,3 AVENUE,10003.0,2124774100,Italian,Not Critical
40567158,CAFFE NAPOLI,191,HESTER STREET,10013.0,2122268705,Italian,Critical
50109145,CRAB DU JOUR,384,GRAND STREET,10002.0,9176757227,Seafood,Not Critical
50084567,GRAND SICHUAN EASTERN,172,8 AVENUE,10011.0,9178557086,Chinese,Critical
40847325,MARSEILLE,630,9 AVENUE,10036.0,2123332323,French,Not Critical
50072985,BOWERY BEER GARDEN,93,BOWERY,10002.0,2123438111,American,Not Critical
40389994,POMODORO RISTORANTE,51,SPRING STREET,10012.0,2129669229,Pizza,Critical
50063627,JOE & THE JUICE,1350,AVENUE OF THE AMERICAS,10019.0,917_566_57,Soups_Salads_Sandwiches_Beverages,Critical
50100088,LITTLE TONG NOODLE SHOP,231,WEST   39 STREET,10018.0,4126088668,Chinese,Critical
41645211,HIROSHI JAPANESE RESTAURANT,585,3 AVENUE,10016.0,2126619288,Japanese,Critical
41580517,FALAFEL TARBOOSH,1701,AMSTERDAM AVENUE,10031.0,2122344434,Middle Eastern,Critical
50043434,RISE BAR,859,9 AVENUE,10019.0,9174057905,American,Critical
40581363,BALLATO'S RESTAURANT,55,EAST HOUSTON STREET,10012.0,2122748881,Italian,Critical
41533744,SUBWAY,455,WEST   34 STREET,10001.0,2129671738,Soups_Salads_Sandwiches_Beverages,Critical
50045739,AKDENIZ MEDITERRANEAN CUISINE,19,WEST   46 STREET,10036.0,2125752307,Middle Eastern,Critical
41226387,CAFE MANNA,20,EAST   16 STREET,10003.0,2129292281,American,Critical
40991365,NAM SON RESTAURANT,245,GRAND STREET,10002.0,2129666507,Southeast Asian,Critical
50071820,ZAIKA NEW YORK,230,EAST   44 STREET,10017.0,2126979797,Indian Subcontinent,Critical
41470674,ONE AND ONE,12,1 AVENUE,10009.0,2125989126,Irish,Not Critical
41647571,PEKING GARDEN,3163,BROADWAY,10027.0,2128653600,Chinese,Critical
40402397,THE RIVER CLUB,447,EAST   52 STREET,10022.0,2127510100,American,Not Critical
50018574,RESIDENCE INN WORLD TRADE CENTER,170,BROADWAY,10038.0,2126008900,American,Not Critical
50102576,CANYON ROAD,1470,1 AVENUE,10075.0,2127341600,Mexican,Not Critical
40393712,SHABU TATSU,216,EAST   10 STREET,10003.0,2124772972,Japanese,Critical
50101645,DUA KAFE,520,EAST   14 STREET,10009.0,2122281696,Mediterranean,Critical
50092996,NORIKOH,43,WEST   24 STREET,10010.0,9173791198,Japanese,Critical
40800557,MCDONALD'S,160,BROADWAY,10038.0,2123852063,American,Critical
50072809,CHICK'NCONE,1000S,8 AVENUE,10019.0,7202788672,Chicken,Critical
41503575,YUMMY THAI,4959,BROADWAY,10034.0,9175290811,Thai,Critical
41049159,IHOP,22902298,ADAM CLAYTON POWELL JR BOULEVARD,,2122344747,Bakery,Critical
50044704,YOURS TRULY,8,SPRING STREET,10012.0,9173882641,Coffee/Tea,Critical
50008548,CAFE JAX,318,EAST   84 STREET,10028.0,2125107084,Coffee/Tea,Not Critical
41146015,STARBUCKS,1380,6 AVENUE,10019.0,2129771382,Coffee/Tea,Not Critical
50010838,RAINBOW ROOM,30,ROCKEFELLER PLAZA,10112.0,2126325000,American,Critical
50001933,GREEN GENERATION NYC INC,2490,BROADWAY,10025.0,2128771777,Soups_Salads_Sandwiches_Beverages,Not Critical
50060117,KBBQ,672,LEXINGTON AVENUE,10022.0,2123178822,Korean,Not Critical
50056561,CHINATOWN TAI PAN BAKERY,194,CANAL STREET,10013.0,2127322222,Bakery,Critical
40546350,SWEET CHEF SOUTHERN STYLES BAKERY,122,HAMILTON PLACE,10031.0,2128625909,Bakery,Not Critical
50012740,EGG SHOP,151,ELIZABETH STREET,10012.0,6466660810,American,Not Critical
41611450,ANDAMAN THAI BISTRO,1843,1 AVENUE,10128.0,2127225671,Thai,Not Critical
50067622,JOE AND THE JUICE,666,3 AVENUE,10017.0,9175665727,Soups_Salads_Sandwiches_Beverages,Not Critical
50055913,TIVOLI CAFE,283,3 AVENUE,10010.0,2129330629,American,Not Critical
41397650,"DUNKIN',' BASKIN ROBBINS",360,WEST   31 STREET,10001.0,2129041160,Bakery,Critical
50073031,SOUTH OF THE CLOUDS,16,WEST    8 STREET,10011.0,2128889653,Chinese,Critical
50038223,KAVASUTRA,261,EAST   10 STREET,10009.0,6466494214,Soups_Salads_Sandwiches_Beverages,Critical
41664655,POTBELLY SANDWICH WORKS,46,WEST   56 STREET,10019.0,3129510600,Soups_Salads_Sandwiches_Beverages,Critical
41637054,ORION DINER & GRILL,395,2 AVENUE,10010.0,2125108733,American,Not Critical
50101864,OSTERIA DELBIANCO,22,EAST   49 STREET,10017.0,2128385872,Italian,Critical
40380432,THE BITTER END,147,BLEECKER STREET,10012.0,2126737030,American,Critical
41564382,BAREBURGER,514,3 AVENUE,10016.0,2126792273,American,Not Critical
50014272,CAFE 55,55,WATER STREET,10041.0,3472312722,American,Critical
50045140,AUNTIE GUAN'S KITCHEN 108,108,WEST   14 STREET,10011.0,2122068388,Chinese,Critical
40364373,ISLE OF CAPRI RESTURANT,1028,3 AVENUE,10065.0,2127581902,Italian,Critical
50073062,SLICED BY HARLEM PIZZA CO.,1215,AMSTERDAM AVENUE,10027.0,9177141411,Pizza,Critical
41166881,5 ESTRELLA BAKERY,3861,BROADWAY,10032.0,2127955000,Bakery,Not Critical
50001719,RINTINTIN,14,SPRING STREET,10012.0,6466660114,Mediterranean,Not Critical
41452375,OFRENDA,113,7 AVENUE SOUTH,10014.0,2129242305,Mexican,Not Critical
50100774,BAY MARKET CAFE,460,3 AVENUE,10016.0,3473227476,Coffee/Tea,Critical
50095112,GYU-KAKU RESTAURANT,620,AMSTERDAM AVENUE,10024.0,6468502989,Japanese,Not Critical
50098919,ZIZI,182,8 AVENUE,10011.0,6464549710,Mediterranean,Critical
41585586,123 NIKKO,1280,AMSTERDAM AVENUE,10027.0,2125311188,Southeast Asian,Critical
50017223,FAIRFIELD INN & SUITES NEW YORK MANHATTAN FINANCIAL DISTRICT,161,FRONT STREET,10038.0,2128260001,European,Critical
50076098,NAMASTE,1448,1 AVENUE,10021.0,2128611448,Indian Subcontinent,Not Critical
50090427,West End Taco Company,301,WEST   96 STREET,10025.0,7186830839,Tex-Mex,Critical
40897778,RENAISSANCE HOTEL,714,7 AVENUE,10036.0,2122615125,American,Critical
50068193,SALTWATER COFFEE,345,EAST   12 STREET,10003.0,9178812466,Coffee/Tea,Critical
50009526,NISHIDA SHO-TEN,302,EAST   49 STREET,10017.0,2123080791,Japanese,Not Critical
50096071,VIVI BUBBLE TEA,50,LEXINGTON AVE,10010.0,9172617169,Coffee/Tea,Not Critical
50088737,ANGELINA BAKERY,575,8 AVENUE,10018.0,9172614534,Bakery,Critical
41664434,TAVERN 29,47,EAST   29 STREET,10016.0,2126854422,American,Critical
50053072,RUBY'S CAFE,442,3 AVENUE,10016.0,9177058363,Australian,Critical
50087099,MCDONALD'S,220,WEST   42 STREET,10036.0,2128401073,American,Critical
50101953,MIDTOWN SOUTH OWNER,40,WEST   45 STREET,10036.0,2123546400,American,Critical
50003485,WASABI SUSHI BENTO,561,SEVENTH AVENUE,10018.0,2125751410,Japanese,Critical
40575697,BARRE CAFE AT STEPS,2121,BROADWAY,10023.0,2128742410,Coffee/Tea,Critical
50048242,Banquet Kitchen,455,MADISON AVENUE,10022.0,6463156897,American,Critical
41037118,PARAMOUNT BAR & GRILL,235,WEST   46 STREET,10036.0,2128274116,American,Critical
41659970,QUEEN BAKERY II,139,CENTRE STREET,10013.0,2129650788,Chinese,Not Critical
41571350,"THE MET GRILL, DOUBLE TREE HOTEL",569,LEXINGTON AVENUE,10022.0,2123506081,American,Critical
50093889,OLYMPIA PITA,126,MACDOUGAL STREET,10012.0,3472759136,Middle Eastern,Critical
50098630,JUICE HEALTHY FOOD AND DRINKS,156,EAST   33 STREET,10016.0,2128821611,Soups_Salads_Sandwiches_Beverages,Not Critical
41632765,FINANCIER PATISSERIE,245,PARK AVENUE,10167.0,2126871743,American,Critical
41694146,HU KITCHEN,78,5 AVENUE,10011.0,2125108919,American,Not Critical
41519688,TOASTIES,148,WEST   49 STREET,10019.0,2123984900,American,Critical
40393154,AMSTERDAM BILLIARDS,85,4 AVENUE,10003.0,2129950333,American,Critical
50093226,ODA HOUSE,406,EAST   73 STREET,10021.0,6469985152,European,Critical
41365576,DIG INN,275,MADISON AVENUE,10016.0,2126977867,American,Not Critical
40373113,ASTRO RESTAURANT,101,WEST   55 STREET,10019.0,2124896284,American,Critical
41543885,THE DUTCH,131,SULLIVAN STREET,10012.0,2126776200,American,Not Critical
50074799,SERGIMMO,462,AVENUE OF THE AMERICAS,10011.0,9173539808,Italian,Not Critical
50055040,GREGORY'S COFFEE,551,MADISON AVENUE,10022.0,6467070529,Coffee/Tea,Critical
40723673,FAT BLACK PUSSY CAT,130,WEST    3 STREET,10012.0,2125334790,American,Critical
41067289,TINA'S CUBAN CUISINE,179,MADISON AVENUE,10016.0,2126793500,Latin American,Not Critical
41054554,PHEBES,359,BOWERY STREET,10003.0,2123581902,American,Not Critical
50057673,YAMA RAMEN,60,WEST   48 STREET,10036.0,2128326688,Japanese,Not Critical
50073673,TANOSHI SUSHI SAKE BAR,1372,YORK AVENUE,10021.0,9172658254,Japanese,Not Critical
50103445,PLAYA BOWLS GC,230,PARK AVENUE,10169.0,9172315259,Soups_Salads_Sandwiches_Beverages,Critical
40672603,FAILTE,531,2 AVENUE,10016.0,2127259440,Irish,Not Critical
41718215,YAKITORI TOTTO,251,WEST   55 STREET,10019.0,2122454555,Japanese,Critical
41246951,P.J. CLARKE'S,44,WEST   63 STREET,10023.0,2129579700,American,Critical
50110341,BEPPE TUSCAN EATERY,234,WEST   56 STREET,10019.0,2125862403,Italian,Not Critical
50019055,C & B,178,EAST    7 STREET,10009.0,2126742985,Coffee/Tea,Not Critical
40399099,STARBUCKS,1445,1 AVENUE,10021.0,2124727784,Coffee/Tea,Critical
50100671,SONG BO YUAN,36,ELDRIDGE STREET,10002.0,2122192228,Chinese,Critical
50096064,OLE & STEEN,80,WEST   40 STREET,10018.0,9292091540,Bakery,Critical
50076434,WEST PLACE,1288,AMSTERDAM AVENUE,10027.0,2129329390,Chinese,Critical
50018578,CLOVE INDIAN RESTAURANT BAR,1592,AMSTERDAM AVENUE,10031.0,6469186644,Indian Subcontinent,Critical
41608024,KOBEYAKI,293,7 AVENUE,10001.0,2122425500,Japanese,Not Critical
50095918,DOS MARES,25,SHERMAN AVENUE,10040.0,6463703070,Mexican,Critical
50055122,LOS MARISCOS,409,WEST   15 STREET,10011.0,9175133636,Mexican,Critical
50061061,KENNEDY'S CHICKEN & GRILL,2083,AMSTERDAM AVENUE,10032.0,9176248039,Chicken,Critical
41589248,POTBELLY SANDWICH WORKS,101,MAIDEN LANE,10038.0,6462894201,Soups_Salads_Sandwiches_Beverages,Not Critical
41249550,INSIDE PARK AT ST. BART'S,109,EAST   50 STREET,10022.0,2125933333,American,Not Critical
41551165,SUNRISE MART,12,EAST   41 STREET,10017.0,6463809280,Southeast Asian,Critical
40544958,CALIENTE CAB CO,61,7 AVENUE SOUTH,10014.0,2122438517,Mexican,Critical
41120682,SANT AMBROEUS,1000,MADISON AVENUE,10075.0,2125702211,Italian,Not Critical
50033167,LA VILLETTA,398,EAST   52 STREET,10022.0,2128290003,Italian,Not Critical
40393427,DAVIS POLK DINING ROOM,450,LEXINGTON AVENUE,10017.0,2124504750,American,Critical
40389807,CHAMP GOURMET,30,BROAD STREET,10004.0,2123634000,American,Not Critical
50101981,MOJO DESSERTS,177,EAST  100 STREET,10029.0,6094102928,Frozen Desserts,Not Critical
40838446,STARBUCKS,1449,2 AVENUE,10021.0,2124720653,Coffee/Tea,Critical
50096367,PALAIS,134,EAST   61 STREET,10065.0,2124103262,French,Not Critical
50037614,THE DAISY,1641,2 AVENUE,10028.0,6469645756,American,Critical
41402733,THE AMBASSADOR GRILL AND LOUNGE,1,UNITED NATIONS PLAZA,10017.0,6467931036,American,Critical
41562415,THE COMFORT DINER,214,EAST   45 STREET,10017.0,2128674555,American,Critical
41065858,LURE FISHBAR,142,MERCER STREET,10012.0,2124317676,Seafood,Not Critical
41128262,BRUNO'S CATERING & CAFE,282284,1 AVENUE,,2122542156,American,Not Critical
41299322,AMOR CUBANO,2018,3 AVENUE,10029.0,2129961220,Latin American,Critical
50101180,DARTCOR FOOD SERVICES (BTIG),65,EAST   55 STREET,10022.0,2128298103,American,Critical
50051068,BOWERY ROAD,132,4 AVENUE,10003.0,2124321324,American,Critical
50045208,LITTLE BASIL THAI RESTAURANT,153,EAST   26 STREET,10010.0,2126891444,Thai,Not Critical
50094131,ESSEX RESTAURANT,124,RIVINGTON STREET,10002.0,2125339616,American,Critical
50040782,SUBWAY INN,1140,2 AVENUE,10065.0,2127580900,Soups_Salads_Sandwiches_Beverages,Critical
41614161,AMY RUTH'S RESTAURANT,113,WEST  116 STREET,10026.0,2122808779,American,Critical
50071835,BRIGITTE BISTRO MODERNE,37,CANAL STREET,10002.0,6466493378,French,Critical
41528086,MOTTSU,285,MOTT STREET,10012.0,2123438017,Japanese,Critical
50051638,MEYHANE,166,2 AVENUE,10003.0,2125334875,Middle Eastern,Critical
40947919,DOS CAMINOS SOHO,475,WEST BROADWAY,10012.0,2122774300,Mexican,Not Critical
41169084,THINK COFFEE,248,MERCER STREET,10012.0,2122287093,Coffee/Tea,Not Critical
50089259,DUNKIN,398,AUDUBON AVENUE,10033.0,2125325003,Bakery,Critical
50093232,BARNARD COLLEGE - MILSTEIN CENTER PEETS COFFEE,3009,BROADWAY,10027.0,7043285090,Coffee/Tea,Critical
41617526,PROLETARIAT NY,102,ST MARKS PLACE,10009.0,2127776707,American,Not Critical
50087371,PATISSERIE DES AMBASSADES,2200,FREDERICK DOUGLASS BOULEVARD,,2126660078,French,Critical
50098317,LE SOLEIL,858,10 AVENUE,10019.0,3473532641,Caribbean,Critical
50042397,DAN AND JOHNS WINGS,135,1 AVENUE,10003.0,2128589935,Chicken,Not Critical
50041341,ASIAN FUSION,2071,ADAM CLAYTON POWELL JR BOULEVARD,,2128663888,Southeast Asian,Not Critical
40534155,ODESSA,119,AVENUE A,10009.0,2122531470,American,Critical
40392834,EL CANTINERO,86,UNIVERSITY PLACE,10003.0,2122559378,Mexican,Critical
40402755,THE UNIVERSITY CLUB,1,WEST   54 STREET,10019.0,2125723420,American,Critical
50051258,TASTI-D-LITE,1310,1 AVENUE,10021.0,2127171221,Frozen Desserts,Not Critical
41337804,JUST LORRAINE'S PLACE,2247,ADAM CLAYTON POWELL BOULEVARD,,2122340720,American,Critical
41638069,DUNKIN,1599,ST NICHOLAS AVENUE,10040.0,2125681039,Bakery,Critical
50101889,FRESH BOWL - STARRETT-LEHIGH BUILDING,601,WEST   26 STREET,10001.0,9172256067,Soups_Salads_Sandwiches_Beverages,Not Critical
41222453,DUNKIN,152,WEST   31 STREET,10001.0,2125941656,Bakery,Not Critical
50088516,FEROCE & THE FLEUR ROOM,105,WEST   28 STREET,10001.0,2128881092,Italian,Critical
50112485,GLOW,590,AVENUE OF THE AMERICAS,10011.0,9177330131,Vegan_Vegetarian,Not Critical
50088270,TARTINERY,89,EAST   42 STREET,10017.0,3476427090,American,Critical
50086135,TACO DUMBO,1385,BROADWAY,10018.0,6469984491,Tex-Mex,Not Critical
50098429,CHARM THAI CORP,1346,AMSTERDAM AVENUE,10027.0,6467264548,Thai,Not Critical
41259632,CHIPOTLE MEXICAN GRILL,100,MAIDEN LANE,10038.0,2127422690,Tex-Mex,Not Critical
50100246,QUE CHEVERE,115,DELANCEY STREET,10002.0,9178556740,Spanish,Not Critical
40520857,TIRAMISU RESTAURANT,1410,3 AVENUE,10028.0,2129889780,Italian,Critical
41172507,CARVE UNIQUE SANDWICHES,760,8 AVENUE,10036.0,2127304949,Soups_Salads_Sandwiches_Beverages,Critical
50079545,ANDA CAFE,124A,HESTER STREET,10002.0,6467057469,Coffee/Tea,Critical
40398586,JOSEPH'S RISTORANTE,3,HANOVER SQUARE,10004.0,2127471300,Italian,Critical
50093719,WU & NUSSBAUM,2897,BROADWAY,10025.0,2123624165,Other,Critical
50032887,PARADA 47 MEXICAN RESTAURANT,526,WEST   47 STREET,10036.0,2127573737,Mexican,Not Critical
50036696,FRIEDMAN'S,1187,AMSTERDAM AVENUE,10027.0,2129320600,American,Not Critical
50068098,SUBWAY,301,CATHEDRAL PARKWAY,10026.0,7183409154,Soups_Salads_Sandwiches_Beverages,Critical
40978252,TALIA'S STEAKHOUSE,668,AMSTERDAM AVENUE,10025.0,2125803770,Barbecue & Steakhouse,Not Critical
50079432,DON RAMON RESTAURANT,973,COLUMBUS AVENUE,10025.0,6468500019,Spanish,Critical
50067686,BLUESTONE LANE,30,CARMINE STREET,10014.0,6463218563,Coffee/Tea,Not Critical
41424474,JOHN JAY DINING HALL,515,WEST  114 STREET,10027.0,2128547162,American,Critical
50005029,GASOLINE ALLEY COFFEE,154,GRAND STREET,10013.0,2129330113,Coffee/Tea,Not Critical
50087995,LA TROPEZIENNE BAKERY,2131,1 AVENUE,10029.0,2128605324,Bakery,Not Critical
50104818,BLUE BOTTLE COFFEE,2901,BROADWAY,10025.0,9174859549,Coffee/Tea,Critical
50066375,ASSEMBLAGE,17,JOHN STREET,10038.0,2123352313,American,Critical
40635366,THE LIBRARY,7,AVENUE A,10009.0,2123751352,Soups_Salads_Sandwiches_Beverages,Not Critical
50095860,THE TIMES EATERY,680,8 AVENUE,10036.0,6463867787,American,Critical
50100485,PITA YEERO,152,WEST   52 STREET,10019.0,9176362980,European,Critical
50016770,THE MILTON,1754,2 AVENUE,10128.0,2123691900,American,Critical
41143605,BOBBY VAN'S STEAKHOUSE,25,BROAD STREET,10004.0,2123448463,Barbecue & Steakhouse,Critical
50098653,TACO BELL,230,VARICK STREET,10014.0,6468239315,Tex-Mex,Not Critical
50046784,MILK BAR CHELSEA,220,8 AVENUE,10011.0,3472691186,Frozen Desserts,Not Critical
40548768,MCDONALD'S,4259,BROADWAY,10033.0,9175210827,American,Not Critical
50093235,AUNTIE ANNE'S PRETZELS,200,BROADWAY,10038.0,5165974454,American,Critical
40944872,"40, 40 CLUB",6,WEST   25 STREET,10010.0,2128324040,American,Not Critical
50055657,TRENTA TRE PIZZERIA,171,MADISON AVENUE,10016.0,2126855300,Pizza,Critical
40977437,LA CAVERNA,122124,RIVINGTON STREET,,2124752126,American,Critical
50047724,"THE BLOND, THE LIBRARY",138,LAFAYETTE STREET,10013.0,2126341211,American,Critical
50060495,CAFE HESTIA,686,3 AVENUE,10017.0,9177961646,Soups_Salads_Sandwiches_Beverages,Critical
50078482,AU JUS,1762,1 AVENUE,10128.0,6464763580,American,Critical
50072221,MOMENTEA,64,7 AVENUE,10011.0,2125108995,Japanese,Critical
50094145,CALLE 174 PESCADERIA,4127,BROADWAY,10033.0,2127953888,Seafood,Critical
41698391,COCOTTE,110,THOMPSON STREET,10012.0,2129659100,French,Critical
40580639,UDON WEST,11,ST MARKS PLACE,10003.0,6466915269,Japanese,Not Critical
50067580,OSTERIA 57,57,WEST   10 STREET,10011.0,2127770057,Seafood,Critical
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),520,COLUMBUS AVENUE,10024.0,2125793194,American,Not Critical
50074365,YURA,1350,MADISON AVENUE,10128.0,2128609872,American,Critical
50001587,CHECKER'S,695,ST NICHOLAS AVENUE,10030.0,2122347067,American,Not Critical
50049522,AVRA MADISON ESTIATORIO,14,EAST   60 STREET,10022.0,2129370100,European,Critical
41241757,THAI MARKET,960,AMSTERDAM AVENUE,10025.0,2122804575,Thai,Not Critical
41142418,CAFE D'ALSACE,1695,2 AVENUE,10128.0,2127225133,French,Critical
40424906,MANNA HOUSE BAKERY,87,EAST BROADWAY,10002.0,2122676200,Bakery,Critical
40601159,PERFECTO PIZZERIA,2479,BROADWAY,10025.0,2127216130,Pizza,Critical
50051372,CARNEGIE CUP CAFE,1080,PARK AVE,10128.0,6465901395,Coffee/Tea,Critical
50092044,MADISON ST PIZZA,223,MADISON STREET,10002.0,6467533499,Pizza,Not Critical
41584936,FAMOUS AMADEUS PIZZA,840,8 AVENUE,10019.0,2124896187,Pizza,Critical
50071615,Bon Appetit,350,5 AVENUE,10118.0,7048208263,Other,Not Critical
50052502,COMMUNITY DINING HALL AT MCKEON HALL FORDAM UNIV,150,WEST   62 STREET,10023.0,6463465110,American,Not Critical
41714424,MORTON'S THE STEAKHOUSE,136,WASHINGTON STREET,10006.0,2126080171,Barbecue & Steakhouse,Not Critical
41385888,AU BON PAIN,462,1 AVENUE,10016.0,2124815426,Soups_Salads_Sandwiches_Beverages,Critical
50002559,PARIS BAGUETTE,567,7 AVENUE,10018.0,2129210404,Bakery,Critical
50097018,EQX ROCKEFELLER CAFE,45,ROCKEFELLER PLAZA,10111.0,6466094788,American,Not Critical
41259512,PUBLIC HOUSE,622,3 AVENUE,10017.0,2126823710,American,Critical
40999727,KGB BAR,85,EAST    4 STREET,10003.0,2125053360,American,Not Critical
50107334,MISS SAIGON,928,AMSTERDAM AVENUE,10025.0,2128107995,Other,Critical
50084079,Momo Fuku Noodle Bar,10,COLUMBUS CIRCLE,10019.0,6469188752,Japanese,Not Critical
40424337,BAGEL WORKS,1229,FIRST AVENUE,10065.0,2127446444,Bakery,Critical
41620241,THE COMMONS CHELSEA,128,7 AVENUE,10011.0,2129299333,Coffee/Tea,Not Critical
50005876,INDIKITCH,25,WEST   23 STREET,10010.0,6465907152,Indian Subcontinent,Not Critical
41319437,IL CORSO RISTORANTE ITALIANO,54,WEST   55 STREET,10019.0,2129571500,Italian,Not Critical
50099929,BLACK CAT LES,172,RIVINGTON STREET,10002.0,6469187711,Coffee/Tea,Critical
41171216,EAST SIDE BILLIARD,163,EAST   86 STREET,10028.0,2128317665,American,Critical
41293886,SUBWAY,731,COLUMBUS AVENUE,10025.0,2122226014,Soups_Salads_Sandwiches_Beverages,Critical
40641437,MARUZZELLA,1483,FIRST AVENUE,10075.0,2129888877,Italian,Not Critical
50082967,PADO,199,2 AVENUE,10003.0,6464766101,Japanese,Critical
41225183,PARADIS TO GO,114,4 AVENUE,10003.0,6464166709,American,Not Critical
41490544,BAR PITTI,268,6 AVENUE,10014.0,2129823300,Italian,Critical
41625945,WOLFGANG'S STEAKHOUSE,620,8 AVENUE,10018.0,2129250350,Barbecue & Steakhouse,Critical
41260838,STAGE STAR DELI,105,WEST   55 STREET,10019.0,2125414650,Soups_Salads_Sandwiches_Beverages,Critical
40391092,BELAIRE CAFE,525,EAST   71 STREET,10021.0,2126061980,American,Not Critical
50101494,SELINA CHELSEA NYC & LADY MARA,518,WEST   27 STREET,10001.0,2122160000,American,Not Critical
50052203,JUICE ISLAND,1025,3 AVENUE,10065.0,2126198030,Soups_Salads_Sandwiches_Beverages,Not Critical
41191856,THE MEAN FIDDLER,266,WEST   47 STREET,10036.0,2123542950,American,Not Critical
50008955,AZASU,49,CLINTON STREET,10002.0,2127777069,Japanese,Not Critical
50102095,CHINATOWN CHINESE RESTAURANT,250,EAST HOUSTON STREET,10002.0,2125299888,Chinese,Not Critical
50108991,CAFE LUCE,235,EAST   53 STREET,10022.0,6465902777,Italian,Critical
50077945,NONNA BEPPA,290,HUDSON STREET,10013.0,9176393996,Italian,Not Critical
50000976,MADE IN MEXICO,3950,10 AVENUE,10034.0,6467264849,Mexican,Not Critical
50085594,BRICKLANE CURRY HOUSE,79,2 AVENUE,10003.0,2129792900,Middle Eastern,Not Critical
50060954,JOE & THE JUICE,1114,AVENUE OF THE AMERICAS,10036.0,9175665727,American,Not Critical
41644048,AMELIE,22,WEST    8 STREET,10011.0,2125332962,French,Critical
41546775,MURPHY'S TAVERN,6,STONE STREET,10004.0,2124251700,American,Critical
50034992,EMPANADAS MONUMENTAL,550,WEST  181 STREET,10033.0,6469645773,Latin American,Not Critical
50062487,MUGHLAI,6,CLINTON STREET,10002.0,2125332828,Indian Subcontinent,Critical
40861201,RED BAMBOO,140,WEST    4 STREET,10012.0,2122607049,Vegan_Vegetarian,Critical
50064572,SOCIETY CAFE,52,WEST   13 STREET,10011.0,2123004525,American,Not Critical
50100251,5 STAR CHEESE STEAK AND PIZZA,2039,1 AVENUE,10029.0,2129871540,Pizza,Critical
41349736,THE GRISLY PEAR,107,MACDOUGAL STREET,10012.0,2125293808,Soups_Salads_Sandwiches_Beverages,Not Critical
50056650,SUBSTANCE VITALITY BAR,2268,BROADWAY,10024.0,2124966000,Soups_Salads_Sandwiches_Beverages,Critical
41275275,WHISKEY TOWN,29,EAST    3 STREET,10003.0,2125057344,American,Critical
50018081,CHECKERS,79,WEST  125 STREET,10027.0,2128371500,American,Not Critical
50108742,CAFE DELIA,59,EAST    8 STREET,10003.0,7183003079,Coffee/Tea,Critical
41162689,PEE DEE,50,WEST  125 STREET,10027.0,2129961081,Barbecue & Steakhouse,Critical
50082098,BROOKLYN CHOP HOUSE,150,NASSAU STREET,10038.0,2126191200,American,Critical
50041017,NO PORK KITCHEN,2135,2 AVENUE,10029.0,2127225250,Chinese,Critical
41180292,STARBUCKS,455,MAIN STREET,10044.0,2123711290,Coffee/Tea,Critical
50081058,SILKY KITCHEN,137,EAST   13 STREET,10003.0,6468500635,Chinese,Critical
50036900,CHAI THAI KITCHEN,930,8 AVENUE,10019.0,2127078778,Thai,Not Critical
50044438,TABLESIDE ITALIAN COOK SHOPPE,345,EAST    6 STREET,10003.0,2124770617,Italian,Critical
50086635,INSOMNIA COOKIES,17,WEST  125 STREET,10027.0,2674188629,Bakery,Critical
40483694,MINSKOFF THEATRE,200,WEST   45 STREET,10036.0,2123544624,American,Not Critical
40750324,MARRIOTT MARQUIS PASTRY SHOP,1535,BROADWAY,10036.0,2125364999,Bakery,Critical
50007392,TABOGA,421,WEST  202 STREET,10034.0,2123040018,Latin American,Critical
50016967,LA FIESTA RESTAURANT,3789,BROADWAY,10032.0,2122812886,Mexican,Not Critical
40943583,THE PRESS BOX,932,2 AVENUE,10022.0,2123171826,American,Critical
41565555,HARVEST KITCHEN,269,COLUMBUS AVENUE,10023.0,6468700810,Latin American,Not Critical
50105857,MARATHON COFFEE,769,AVENUE OF THE AMERICAS,10010.0,6463346470,Coffee/Tea,Critical
40388619,BENNYS BURRITOS,111-113,GREENWICH AVENUE,10014.0,2126339210,Tex-Mex,Critical
41640145,BAREBURGER,1370,1 AVENUE,10021.0,2125108559,American,Not Critical
50056775,PIETRO NOLITA,174,ELIZABETH STREET,10012.0,6469984999,Italian,Critical
